"arv","hi","di","DAP","HT"
2254,9,12.14,14.45,26.3
2254,10,11.09,14.45,26.3
2254,11,11.09,14.45,26.3
2254,12,11.09,14.45,26.3
2254,12.15,10.84,14.45,26.3
2254,13,10.55,14.45,26.3
2254,14,9.63,14.45,26.3
2254,15,8.85,14.45,26.3
2254,16,8.25,14.45,26.3
2254,17,7.5,14.45,26.3
2254,18,7.25,14.45,26.3
2254,18.55,7,14.45,26.3
2254,19,6.6,14.45,26.3
2254,20,5.65,14.45,26.3
2254,21,5.05,14.45,26.3
2254,22,4.65,14.45,26.3
2254,22.5,4,14.45,26.3
2254,26.3,0,14.45,26.3
2255,0.1,17.24,15.18,27.5
2255,0.3,16.85,15.18,27.5
2255,0.5,16.5,15.18,27.5
2255,0.7,16.19,15.18,27.5
2255,0.9,15.99,15.18,27.5
2255,1.1,15.43,15.18,27.5
2255,1.3,15.18,15.18,27.5
2255,2,15.12,15.18,27.5
2255,3,14.93,15.18,27.5
2255,4,14.84,15.18,27.5
2255,5,14.74,15.18,27.5
2255,6,14.64,15.18,27.5
2255,7,13.29,15.18,27.5
2255,8,13.25,15.18,27.5
2255,9,12.99,15.18,27.5
2255,10,12.25,15.18,27.5
2255,11,12.25,15.18,27.5
2255,12,12.05,15.18,27.5
2255,12.75,11.3,15.18,27.5
2255,13,11.3,15.18,27.5
2255,14,10.25,15.18,27.5
2255,15,9.65,15.18,27.5
2255,16,9.15,15.18,27.5
2255,17,8.75,15.18,27.5
2255,18,8,15.18,27.5
2255,19,7.15,15.18,27.5
2255,19.9,7,15.18,27.5
2255,20,6.65,15.18,27.5
2255,21,6.1,15.18,27.5
2255,22,5.1,15.18,27.5
2255,23,4.3,15.18,27.5
2255,23.9,4,15.18,27.5
2255,27.5,0,15.18,27.5
